timestamp,event_type,event_data
396,kpi_update,"{'time': 396, 'total_inventory': 0, 'total_stockouts': 86471, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.00950733668571957, 'network_efficiency': 87301.0}"
396,stockout,"{'warehouse_id': 2, 'requested': 310, 'fulfilled': 0, 'time': 396}"
397,stockout,"{'warehouse_id': 1, 'requested': 273, 'fulfilled': 0, 'time': 397}"
398,stockout,"{'warehouse_id': 1, 'requested': 258, 'fulfilled': 0, 'time': 398}"
399,stockout,"{'warehouse_id': 1, 'requested': 278, 'fulfilled': 0, 'time': 399}"
400,stockout,"{'warehouse_id': 1, 'requested': 314, 'fulfilled': 0, 'time': 400}"
401,stockout,"{'warehouse_id': 2, 'requested': 380, 'fulfilled': 0, 'time': 401}"
402,kpi_update,"{'time': 402, 'total_inventory': 0, 'total_stockouts': 88284, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.009313912516551781, 'network_efficiency': 89114.0}"
402,stockout,"{'warehouse_id': 1, 'requested': 501, 'fulfilled': 0, 'time': 402}"
403,stockout,"{'warehouse_id': 1, 'requested': 360, 'fulfilled': 0, 'time': 403}"
404,stockout,"{'warehouse_id': 1, 'requested': 286, 'fulfilled': 0, 'time': 404}"
405,stockout,"{'warehouse_id': 3, 'requested': 320, 'fulfilled': 0, 'time': 405}"
406,stockout,"{'warehouse_id': 1, 'requested': 313, 'fulfilled': 0, 'time': 406}"
407,stockout,"{'warehouse_id': 3, 'requested': 227, 'fulfilled': 0, 'time': 407}"
408,kpi_update,"{'time': 408, 'total_inventory': 0, 'total_stockouts': 90291, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.009108767463043677, 'network_efficiency': 91121.0}"
408,stockout,"{'warehouse_id': 2, 'requested': 215, 'fulfilled': 0, 'time': 408}"
409,stockout,"{'warehouse_id': 2, 'requested': 190, 'fulfilled': 0, 'time': 409}"
410,stockout,"{'warehouse_id': 1, 'requested': 137, 'fulfilled': 0, 'time': 410}"
411,stockout,"{'warehouse_id': 2, 'requested': 95, 'fulfilled': 0, 'time': 411}"
412,stockout,"{'warehouse_id': 2, 'requested': 50, 'fulfilled': 0, 'time': 412}"
413,stockout,"{'warehouse_id': 1, 'requested': 68, 'fulfilled': 0, 'time': 413}"
414,kpi_update,"{'time': 414, 'total_inventory': 0, 'total_stockouts': 91046, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.009033915277112614, 'network_efficiency': 91876.0}"
414,stockout,"{'warehouse_id': 3, 'requested': 107, 'fulfilled': 0, 'time': 414}"
415,stockout,"{'warehouse_id': 1, 'requested': 279, 'fulfilled': 0, 'time': 415}"
416,stockout,"{'warehouse_id': 2, 'requested': 537, 'fulfilled': 0, 'time': 416}"
417,stockout,"{'warehouse_id': 2, 'requested': 305, 'fulfilled': 0, 'time': 417}"
418,stockout,"{'warehouse_id': 3, 'requested': 188, 'fulfilled': 0, 'time': 418}"
419,stockout,"{'warehouse_id': 2, 'requested': 261, 'fulfilled': 0, 'time': 419}"
420,kpi_update,"{'time': 420, 'total_inventory': 0, 'total_stockouts': 92723, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.00887197631289216, 'network_efficiency': 93553.0}"
420,stockout,"{'warehouse_id': 3, 'requested': 267, 'fulfilled': 0, 'time': 420}"
421,stockout,"{'warehouse_id': 3, 'requested': 307, 'fulfilled': 0, 'time': 421}"
422,stockout,"{'warehouse_id': 1, 'requested': 301, 'fulfilled': 0, 'time': 422}"
423,stockout,"{'warehouse_id': 1, 'requested': 269, 'fulfilled': 0, 'time': 423}"
424,stockout,"{'warehouse_id': 2, 'requested': 328, 'fulfilled': 0, 'time': 424}"
425,stockout,"{'warehouse_id': 2, 'requested': 416, 'fulfilled': 0, 'time': 425}"
426,kpi_update,"{'time': 426, 'total_inventory': 0, 'total_stockouts': 94611, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.008696472166050184, 'network_efficiency': 95441.0}"
426,stockout,"{'warehouse_id': 3, 'requested': 506, 'fulfilled': 0, 'time': 426}"
427,stockout,"{'warehouse_id': 2, 'requested': 365, 'fulfilled': 0, 'time': 427}"
428,stockout,"{'warehouse_id': 1, 'requested': 303, 'fulfilled': 0, 'time': 428}"
429,stockout,"{'warehouse_id': 3, 'requested': 339, 'fulfilled': 0, 'time': 429}"
430,stockout,"{'warehouse_id': 3, 'requested': 318, 'fulfilled': 0, 'time': 430}"
431,stockout,"{'warehouse_id': 3, 'requested': 232, 'fulfilled': 0, 'time': 431}"
432,kpi_update,"{'time': 432, 'total_inventory': 0, 'total_stockouts': 96674, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.008512471283229406, 'network_efficiency': 97504.0}"
432,stockout,"{'warehouse_id': 1, 'requested': 211, 'fulfilled': 0, 'time': 432}"
433,stockout,"{'warehouse_id': 2, 'requested': 207, 'fulfilled': 0, 'time': 433}"
434,stockout,"{'warehouse_id': 1, 'requested': 140, 'fulfilled': 0, 'time': 434}"
435,stockout,"{'warehouse_id': 3, 'requested': 93, 'fulfilled': 0, 'time': 435}"
436,stockout,"{'warehouse_id': 3, 'requested': 58, 'fulfilled': 0, 'time': 436}"
437,stockout,"{'warehouse_id': 1, 'requested': 61, 'fulfilled': 0, 'time': 437}"
438,kpi_update,"{'time': 438, 'total_inventory': 0, 'total_stockouts': 97444, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.008445774060280464, 'network_efficiency': 98274.0}"
438,stockout,"{'warehouse_id': 3, 'requested': 151, 'fulfilled': 0, 'time': 438}"
439,stockout,"{'warehouse_id': 2, 'requested': 334, 'fulfilled': 0, 'time': 439}"
440,stockout,"{'warehouse_id': 1, 'requested': 648, 'fulfilled': 0, 'time': 440}"
441,stockout,"{'warehouse_id': 1, 'requested': 387, 'fulfilled': 0, 'time': 441}"
442,stockout,"{'warehouse_id': 2, 'requested': 255, 'fulfilled': 0, 'time': 442}"
443,stockout,"{'warehouse_id': 1, 'requested': 283, 'fulfilled': 0, 'time': 443}"
444,kpi_update,"{'time': 444, 'total_inventory': 0, 'total_stockouts': 99502, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.00827253518319182, 'network_efficiency': 100332.0}"
444,stockout,"{'warehouse_id': 2, 'requested': 341, 'fulfilled': 0, 'time': 444}"
445,stockout,"{'warehouse_id': 2, 'requested': 341, 'fulfilled': 0, 'time': 445}"
446,stockout,"{'warehouse_id': 3, 'requested': 349, 'fulfilled': 0, 'time': 446}"
447,stockout,"{'warehouse_id': 1, 'requested': 381, 'fulfilled': 0, 'time': 447}"
448,stockout,"{'warehouse_id': 2, 'requested': 390, 'fulfilled': 0, 'time': 448}"
449,stockout,"{'warehouse_id': 1, 'requested': 468, 'fulfilled': 0, 'time': 449}"
450,kpi_update,"{'time': 450, 'total_inventory': 0, 'total_stockouts': 101772, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.008089510925712973, 'network_efficiency': 102602.0}"
450,stockout,"{'warehouse_id': 3, 'requested': 702, 'fulfilled': 0, 'time': 450}"
451,stockout,"{'warehouse_id': 3, 'requested': 471, 'fulfilled': 0, 'time': 451}"
452,stockout,"{'warehouse_id': 1, 'requested': 342, 'fulfilled': 0, 'time': 452}"
453,stockout,"{'warehouse_id': 1, 'requested': 331, 'fulfilled': 0, 'time': 453}"
454,stockout,"{'warehouse_id': 2, 'requested': 292, 'fulfilled': 0, 'time': 454}"
455,stockout,"{'warehouse_id': 2, 'requested': 236, 'fulfilled': 0, 'time': 455}"
456,kpi_update,"{'time': 456, 'total_inventory': 0, 'total_stockouts': 104146, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.007906569120560869, 'network_efficiency': 104976.0}"
456,stockout,"{'warehouse_id': 1, 'requested': 228, 'fulfilled': 0, 'time': 456}"
457,stockout,"{'warehouse_id': 3, 'requested': 258, 'fulfilled': 0, 'time': 457}"
458,stockout,"{'warehouse_id': 3, 'requested': 216, 'fulfilled': 0, 'time': 458}"
459,stockout,"{'warehouse_id': 1, 'requested': 118, 'fulfilled': 0, 'time': 459}"
460,stockout,"{'warehouse_id': 3, 'requested': 89, 'fulfilled': 0, 'time': 460}"
461,stockout,"{'warehouse_id': 3, 'requested': 56, 'fulfilled': 0, 'time': 461}"
462,kpi_update,"{'time': 462, 'total_inventory': 0, 'total_stockouts': 105111, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.00783454941901629, 'network_efficiency': 105941.0}"
462,stockout,"{'warehouse_id': 3, 'requested': 50, 'fulfilled': 0, 'time': 462}"
463,stockout,"{'warehouse_id': 2, 'requested': 101, 'fulfilled': 0, 'time': 463}"
464,stockout,"{'warehouse_id': 1, 'requested': 191, 'fulfilled': 0, 'time': 464}"
465,stockout,"{'warehouse_id': 1, 'requested': 234, 'fulfilled': 0, 'time': 465}"
466,stockout,"{'warehouse_id': 2, 'requested': 259, 'fulfilled': 0, 'time': 466}"
467,stockout,"{'warehouse_id': 2, 'requested': 285, 'fulfilled': 0, 'time': 467}"
468,kpi_update,"{'time': 468, 'total_inventory': 0, 'total_stockouts': 106231, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.007752589645155572, 'network_efficiency': 107061.0}"
468,stockout,"{'warehouse_id': 3, 'requested': 325, 'fulfilled': 0, 'time': 468}"
469,stockout,"{'warehouse_id': 3, 'requested': 356, 'fulfilled': 0, 'time': 469}"
470,stockout,"{'warehouse_id': 1, 'requested': 334, 'fulfilled': 0, 'time': 470}"
471,stockout,"{'warehouse_id': 2, 'requested': 406, 'fulfilled': 0, 'time': 471}"
472,stockout,"{'warehouse_id': 2, 'requested': 352, 'fulfilled': 0, 'time': 472}"
473,stockout,"{'warehouse_id': 1, 'requested': 377, 'fulfilled': 0, 'time': 473}"
474,kpi_update,"{'time': 474, 'total_inventory': 0, 'total_stockouts': 108381, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.007599967036287514, 'network_efficiency': 109211.0}"
474,stockout,"{'warehouse_id': 3, 'requested': 283, 'fulfilled': 0, 'time': 474}"
475,stockout,"{'warehouse_id': 1, 'requested': 223, 'fulfilled': 0, 'time': 475}"
476,stockout,"{'warehouse_id': 1, 'requested': 219, 'fulfilled': 0, 'time': 476}"
477,stockout,"{'warehouse_id': 1, 'requested': 220, 'fulfilled': 0, 'time': 477}"
478,stockout,"{'warehouse_id': 1, 'requested': 232, 'fulfilled': 0, 'time': 478}"
479,stockout,"{'warehouse_id': 1, 'requested': 164, 'fulfilled': 0, 'time': 479}"
480,kpi_update,"{'time': 480, 'total_inventory': 0, 'total_stockouts': 109722, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.007507779144655946, 'network_efficiency': 110552.0}"
480,stockout,"{'warehouse_id': 2, 'requested': 196, 'fulfilled': 0, 'time': 480}"
481,stockout,"{'warehouse_id': 2, 'requested': 177, 'fulfilled': 0, 'time': 481}"
482,stockout,"{'warehouse_id': 2, 'requested': 107, 'fulfilled': 0, 'time': 482}"
483,stockout,"{'warehouse_id': 1, 'requested': 107, 'fulfilled': 0, 'time': 483}"
484,stockout,"{'warehouse_id': 2, 'requested': 73, 'fulfilled': 0, 'time': 484}"
485,stockout,"{'warehouse_id': 2, 'requested': 32, 'fulfilled': 0, 'time': 485}"
486,kpi_update,"{'time': 486, 'total_inventory': 0, 'total_stockouts': 110414, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.007461076552443324, 'network_efficiency': 111244.0}"
486,stockout,"{'warehouse_id': 3, 'requested': 36, 'fulfilled': 0, 'time': 486}"
487,stockout,"{'warehouse_id': 2, 'requested': 61, 'fulfilled': 0, 'time': 487}"
488,stockout,"{'warehouse_id': 1, 'requested': 115, 'fulfilled': 0, 'time': 488}"
489,stockout,"{'warehouse_id': 1, 'requested': 152, 'fulfilled': 0, 'time': 489}"
490,stockout,"{'warehouse_id': 1, 'requested': 189, 'fulfilled': 0, 'time': 490}"
491,stockout,"{'warehouse_id': 3, 'requested': 216, 'fulfilled': 0, 'time': 491}"
492,kpi_update,"{'time': 492, 'total_inventory': 0, 'total_stockouts': 111183, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.007409854213350275, 'network_efficiency': 112013.0}"
492,stockout,"{'warehouse_id': 2, 'requested': 271, 'fulfilled': 0, 'time': 492}"
493,stockout,"{'warehouse_id': 1, 'requested': 343, 'fulfilled': 0, 'time': 493}"
494,stockout,"{'warehouse_id': 1, 'requested': 340, 'fulfilled': 0, 'time': 494}"
495,stockout,"{'warehouse_id': 1, 'requested': 389, 'fulfilled': 0, 'time': 495}"
496,stockout,"{'warehouse_id': 1, 'requested': 396, 'fulfilled': 0, 'time': 496}"
497,stockout,"{'warehouse_id': 3, 'requested': 383, 'fulfilled': 0, 'time': 497}"
498,kpi_update,"{'time': 498, 'total_inventory': 0, 'total_stockouts': 113305, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.007272090068778159, 'network_efficiency': 114135.0}"
498,stockout,"{'warehouse_id': 2, 'requested': 295, 'fulfilled': 0, 'time': 498}"
499,stockout,"{'warehouse_id': 1, 'requested': 223, 'fulfilled': 0, 'time': 499}"
500,stockout,"{'warehouse_id': 3, 'requested': 258, 'fulfilled': 0, 'time': 500}"
501,stockout,"{'warehouse_id': 2, 'requested': 237, 'fulfilled': 0, 'time': 501}"
502,stockout,"{'warehouse_id': 2, 'requested': 207, 'fulfilled': 0, 'time': 502}"
503,stockout,"{'warehouse_id': 1, 'requested': 170, 'fulfilled': 0, 'time': 503}"
504,kpi_update,"{'time': 504, 'total_inventory': 0, 'total_stockouts': 114695, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.007184592079636398, 'network_efficiency': 115525.0}"
504,stockout,"{'warehouse_id': 2, 'requested': 171, 'fulfilled': 0, 'time': 504}"
505,stockout,"{'warehouse_id': 3, 'requested': 97, 'fulfilled': 0, 'time': 505}"
506,stockout,"{'warehouse_id': 1, 'requested': 73, 'fulfilled': 0, 'time': 506}"
507,stockout,"{'warehouse_id': 3, 'requested': 53, 'fulfilled': 0, 'time': 507}"
508,stockout,"{'warehouse_id': 1, 'requested': 31, 'fulfilled': 0, 'time': 508}"
509,stockout,"{'warehouse_id': 2, 'requested': 60, 'fulfilled': 0, 'time': 509}"
510,kpi_update,"{'time': 510, 'total_inventory': 0, 'total_stockouts': 115180, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.007154555641755045, 'network_efficiency': 116010.0}"
510,stockout,"{'warehouse_id': 1, 'requested': 165, 'fulfilled': 0, 'time': 510}"
511,stockout,"{'warehouse_id': 1, 'requested': 316, 'fulfilled': 0, 'time': 511}"
512,stockout,"{'warehouse_id': 2, 'requested': 683, 'fulfilled': 0, 'time': 512}"
513,stockout,"{'warehouse_id': 3, 'requested': 365, 'fulfilled': 0, 'time': 513}"
514,stockout,"{'warehouse_id': 2, 'requested': 221, 'fulfilled': 0, 'time': 514}"
515,stockout,"{'warehouse_id': 3, 'requested': 277, 'fulfilled': 0, 'time': 515}"
516,kpi_update,"{'time': 516, 'total_inventory': 0, 'total_stockouts': 117207, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.007031693452053123, 'network_efficiency': 118037.0}"
516,stockout,"{'warehouse_id': 3, 'requested': 323, 'fulfilled': 0, 'time': 516}"
517,stockout,"{'warehouse_id': 1, 'requested': 281, 'fulfilled': 0, 'time': 517}"
518,stockout,"{'warehouse_id': 1, 'requested': 249, 'fulfilled': 0, 'time': 518}"
519,stockout,"{'warehouse_id': 1, 'requested': 63, 'fulfilled': 0, 'time': 519}"
520,stockout,"{'warehouse_id': 2, 'requested': 18, 'fulfilled': 0, 'time': 520}"
521,stockout,"{'warehouse_id': 1, 'requested': 43, 'fulfilled': 0, 'time': 521}"
522,kpi_update,"{'time': 522, 'total_inventory': 0, 'total_stockouts': 118184, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.006973969448972439, 'network_efficiency': 119014.0}"
522,stockout,"{'warehouse_id': 3, 'requested': 170, 'fulfilled': 0, 'time': 522}"
523,stockout,"{'warehouse_id': 3, 'requested': 167, 'fulfilled': 0, 'time': 523}"
524,stockout,"{'warehouse_id': 1, 'requested': 181, 'fulfilled': 0, 'time': 524}"
525,stockout,"{'warehouse_id': 3, 'requested': 187, 'fulfilled': 0, 'time': 525}"
526,stockout,"{'warehouse_id': 2, 'requested': 170, 'fulfilled': 0, 'time': 526}"
527,stockout,"{'warehouse_id': 3, 'requested': 139, 'fulfilled': 0, 'time': 527}"
528,kpi_update,"{'time': 528, 'total_inventory': 0, 'total_stockouts': 119198, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.006915053154263995, 'network_efficiency': 120028.0}"
528,stockout,"{'warehouse_id': 1, 'requested': 96, 'fulfilled': 0, 'time': 528}"
529,stockout,"{'warehouse_id': 2, 'requested': 120, 'fulfilled': 0, 'time': 529}"
530,stockout,"{'warehouse_id': 1, 'requested': 75, 'fulfilled': 0, 'time': 530}"
531,stockout,"{'warehouse_id': 2, 'requested': 55, 'fulfilled': 0, 'time': 531}"
532,stockout,"{'warehouse_id': 1, 'requested': 45, 'fulfilled': 0, 'time': 532}"
533,stockout,"{'warehouse_id': 2, 'requested': 44, 'fulfilled': 0, 'time': 533}"
534,kpi_update,"{'time': 534, 'total_inventory': 0, 'total_stockouts': 119633, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.006890082431950106, 'network_efficiency': 120463.0}"
534,stockout,"{'warehouse_id': 1, 'requested': 84, 'fulfilled': 0, 'time': 534}"
535,stockout,"{'warehouse_id': 2, 'requested': 211, 'fulfilled': 0, 'time': 535}"
536,stockout,"{'warehouse_id': 3, 'requested': 423, 'fulfilled': 0, 'time': 536}"
537,stockout,"{'warehouse_id': 3, 'requested': 228, 'fulfilled': 0, 'time': 537}"
538,stockout,"{'warehouse_id': 1, 'requested': 132, 'fulfilled': 0, 'time': 538}"
539,stockout,"{'warehouse_id': 2, 'requested': 184, 'fulfilled': 0, 'time': 539}"
540,kpi_update,"{'time': 540, 'total_inventory': 0, 'total_stockouts': 120895, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.006818648593140297, 'network_efficiency': 121725.0}"
540,stockout,"{'warehouse_id': 3, 'requested': 180, 'fulfilled': 0, 'time': 540}"
541,stockout,"{'warehouse_id': 1, 'requested': 189, 'fulfilled': 0, 'time': 541}"
542,stockout,"{'warehouse_id': 1, 'requested': 169, 'fulfilled': 0, 'time': 542}"
543,stockout,"{'warehouse_id': 2, 'requested': 181, 'fulfilled': 0, 'time': 543}"
544,stockout,"{'warehouse_id': 3, 'requested': 181, 'fulfilled': 0, 'time': 544}"
545,stockout,"{'warehouse_id': 2, 'requested': 239, 'fulfilled': 0, 'time': 545}"
546,kpi_update,"{'time': 546, 'total_inventory': 0, 'total_stockouts': 122034, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.006755436905847123, 'network_efficiency': 122864.0}"
546,stockout,"{'warehouse_id': 3, 'requested': 351, 'fulfilled': 0, 'time': 546}"
547,stockout,"{'warehouse_id': 3, 'requested': 248, 'fulfilled': 0, 'time': 547}"
548,stockout,"{'warehouse_id': 2, 'requested': 178, 'fulfilled': 0, 'time': 548}"
549,stockout,"{'warehouse_id': 1, 'requested': 145, 'fulfilled': 0, 'time': 549}"
550,stockout,"{'warehouse_id': 1, 'requested': 117, 'fulfilled': 0, 'time': 550}"
551,stockout,"{'warehouse_id': 2, 'requested': 106, 'fulfilled': 0, 'time': 551}"
552,kpi_update,"{'time': 552, 'total_inventory': 0, 'total_stockouts': 123179, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.006693062600295119, 'network_efficiency': 124009.0}"
552,stockout,"{'warehouse_id': 3, 'requested': 90, 'fulfilled': 0, 'time': 552}"
553,stockout,"{'warehouse_id': 1, 'requested': 89, 'fulfilled': 0, 'time': 553}"
554,stockout,"{'warehouse_id': 3, 'requested': 50, 'fulfilled': 0, 'time': 554}"
555,stockout,"{'warehouse_id': 2, 'requested': 32, 'fulfilled': 0, 'time': 555}"
556,stockout,"{'warehouse_id': 1, 'requested': 24, 'fulfilled': 0, 'time': 556}"
557,stockout,"{'warehouse_id': 1, 'requested': 34, 'fulfilled': 0, 'time': 557}"
558,kpi_update,"{'time': 558, 'total_inventory': 0, 'total_stockouts': 123498, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.006675889582394956, 'network_efficiency': 124328.0}"
558,stockout,"{'warehouse_id': 1, 'requested': 71, 'fulfilled': 0, 'time': 558}"
559,stockout,"{'warehouse_id': 1, 'requested': 164, 'fulfilled': 0, 'time': 559}"
560,stockout,"{'warehouse_id': 1, 'requested': 364, 'fulfilled': 0, 'time': 560}"
561,stockout,"{'warehouse_id': 2, 'requested': 192, 'fulfilled': 0, 'time': 561}"
562,stockout,"{'warehouse_id': 3, 'requested': 90, 'fulfilled': 0, 'time': 562}"
563,stockout,"{'warehouse_id': 2, 'requested': 124, 'fulfilled': 0, 'time': 563}"
564,kpi_update,"{'time': 564, 'total_inventory': 0, 'total_stockouts': 124503, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.006622358038186227, 'network_efficiency': 125333.0}"
564,stockout,"{'warehouse_id': 3, 'requested': 121, 'fulfilled': 0, 'time': 564}"
565,stockout,"{'warehouse_id': 3, 'requested': 140, 'fulfilled': 0, 'time': 565}"
566,stockout,"{'warehouse_id': 1, 'requested': 125, 'fulfilled': 0, 'time': 566}"
567,stockout,"{'warehouse_id': 2, 'requested': 149, 'fulfilled': 0, 'time': 567}"
568,stockout,"{'warehouse_id': 2, 'requested': 124, 'fulfilled': 0, 'time': 568}"
569,stockout,"{'warehouse_id': 1, 'requested': 203, 'fulfilled': 0, 'time': 569}"
570,kpi_update,"{'time': 570, 'total_inventory': 0, 'total_stockouts': 125365, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.00657712270692179, 'network_efficiency': 126195.0}"
570,stockout,"{'warehouse_id': 3, 'requested': 297, 'fulfilled': 0, 'time': 570}"
571,stockout,"{'warehouse_id': 3, 'requested': 211, 'fulfilled': 0, 'time': 571}"
572,stockout,"{'warehouse_id': 1, 'requested': 125, 'fulfilled': 0, 'time': 572}"
573,stockout,"{'warehouse_id': 3, 'requested': 132, 'fulfilled': 0, 'time': 573}"
574,stockout,"{'warehouse_id': 1, 'requested': 121, 'fulfilled': 0, 'time': 574}"
575,stockout,"{'warehouse_id': 3, 'requested': 82, 'fulfilled': 0, 'time': 575}"
576,kpi_update,"{'time': 576, 'total_inventory': 0, 'total_stockouts': 126333, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.006527055825987116, 'network_efficiency': 127163.0}"
576,stockout,"{'warehouse_id': 3, 'requested': 78, 'fulfilled': 0, 'time': 576}"
577,stockout,"{'warehouse_id': 2, 'requested': 68, 'fulfilled': 0, 'time': 577}"
578,stockout,"{'warehouse_id': 1, 'requested': 60, 'fulfilled': 0, 'time': 578}"
579,stockout,"{'warehouse_id': 3, 'requested': 32, 'fulfilled': 0, 'time': 579}"
580,stockout,"{'warehouse_id': 1, 'requested': 22, 'fulfilled': 0, 'time': 580}"
581,stockout,"{'warehouse_id': 3, 'requested': 34, 'fulfilled': 0, 'time': 581}"
582,kpi_update,"{'time': 582, 'total_inventory': 0, 'total_stockouts': 126627, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.006512000125532547, 'network_efficiency': 127457.0}"
582,stockout,"{'warehouse_id': 2, 'requested': 71, 'fulfilled': 0, 'time': 582}"
583,stockout,"{'warehouse_id': 1, 'requested': 165, 'fulfilled': 0, 'time': 583}"
584,stockout,"{'warehouse_id': 2, 'requested': 349, 'fulfilled': 0, 'time': 584}"
585,stockout,"{'warehouse_id': 1, 'requested': 187, 'fulfilled': 0, 'time': 585}"
586,stockout,"{'warehouse_id': 1, 'requested': 105, 'fulfilled': 0, 'time': 586}"
587,stockout,"{'warehouse_id': 1, 'requested': 122, 'fulfilled': 0, 'time': 587}"
588,kpi_update,"{'time': 588, 'total_inventory': 0, 'total_stockouts': 127626, 'total_holding_cost': 1.7676712328767126, 'total_order_cost': 0.0, 'total_transport_cost': 0.0, 'total_cost': 1.7676712328767126, 'service_level': 0.006461356417761688, 'network_efficiency': 128456.0}"
588,stockout,"{'warehouse_id': 2, 'requested': 142, 'fulfilled': 0, 'time': 588}"
589,stockout,"{'warehouse_id': 3, 'requested': 130, 'fulfilled': 0, 'time': 589}"
590,stockout,"{'warehouse_id': 1, 'requested': 160, 'fulfilled': 0, 'time': 590}"
591,stockout,"{'warehouse_id': 1, 'requested': 130, 'fulfilled': 0, 'time': 591}"
592,stockout,"{'warehouse_id': 3, 'requested': 152, 'fulfilled': 0, 'time': 592}"
593,stockout,"{'warehouse_id': 1, 'requested': 170, 'fulfilled': 0, 'time': 593}"
