Date,Hour,Seasons,Rented Bike Count,Temperature(°C),Humidity(%),Wind speed (m/s),Rainfall(mm),Snowfall (cm),is_weekend,is_holiday,warehouse_id
2018-06-27,19,Summer,2487,24.9,70.0,1.8,0.0,0.0,0,0,1
2018-06-27,20,Summer,2274,24.2,72.0,1.4,0.0,0.0,0,0,3
2018-06-27,21,Summer,2200,23.3,71.0,1.3,0.0,0.0,0,0,1
2018-06-27,22,Summer,1959,22.7,77.0,2.0,0.0,0.0,0,0,2
2018-06-27,23,Summer,980,22.3,83.0,2.6,0.0,0.0,0,0,3
2018-06-28,0,Summer,561,22.2,84.0,1.1,0.0,0.0,0,0,3
2018-06-28,1,Summer,1068,22.2,84.0,0.3,0.0,0.0,0,0,1
2018-06-28,2,Summer,652,22.4,84.0,0.6,0.0,0.0,0,0,2
2018-06-28,3,Summer,344,22.4,86.0,0.6,0.0,0.0,0,0,2
2018-06-28,4,Summer,233,22.3,88.0,0.9,0.0,0.0,0,0,2
2018-06-28,5,Summer,266,22.1,93.0,0.4,0.0,0.0,0,0,2
2018-06-28,6,Summer,594,22.0,90.0,0.4,0.1,0.0,0,0,2
2018-06-28,7,Summer,1391,22.7,81.0,0.4,0.0,0.0,0,0,3
2018-06-28,8,Summer,2288,24.2,73.0,1.0,0.0,0.0,0,0,3
2018-06-28,9,Summer,1246,24.8,75.0,1.1,0.0,0.0,0,0,1
2018-06-28,10,Summer,826,25.3,70.0,0.6,0.0,0.0,0,0,1
2018-06-28,11,Summer,938,26.5,64.0,1.8,0.0,0.0,0,0,1
2018-06-28,12,Summer,1158,27.0,68.0,2.0,0.0,0.0,0,0,1
2018-06-28,13,Summer,1040,27.2,68.0,1.8,0.0,0.0,0,0,2
2018-06-28,14,Summer,1030,27.1,72.0,3.0,0.0,0.0,0,0,1
2018-06-28,15,Summer,1209,26.4,76.0,3.7,0.0,0.0,0,0,2
2018-06-28,16,Summer,766,25.2,81.0,3.6,0.0,0.0,0,0,3
2018-06-28,17,Summer,65,22.2,92.0,1.2,4.9,0.0,0,0,1
2018-06-28,18,Summer,596,20.6,97.0,0.7,21.5,0.0,0,0,2
2018-06-28,19,Summer,944,20.9,97.0,1.0,0.0,0.0,0,0,3
2018-06-28,20,Summer,1039,21.0,96.0,0.1,0.0,0.0,0,0,1
2018-06-28,21,Summer,1223,21.3,94.0,0.3,0.0,0.0,0,0,3
2018-06-28,22,Summer,1239,21.6,94.0,1.1,0.0,0.0,0,0,2
2018-06-28,23,Summer,931,21.7,96.0,0.3,0.0,0.0,0,0,2
2018-06-29,0,Summer,470,21.9,95.0,1.9,0.0,0.0,0,0,1
2018-06-29,1,Summer,460,22.0,96.0,0.1,0.1,0.0,0,0,2
2018-06-29,2,Summer,345,22.2,96.0,0.8,0.2,0.0,0,0,1
2018-06-29,3,Summer,227,22.3,96.0,1.2,0.1,0.0,0,0,1
2018-06-29,4,Summer,123,22.3,96.0,0.0,0.1,0.0,0,0,1
2018-06-29,5,Summer,133,22.1,97.0,0.5,1.5,0.0,0,0,1
2018-06-29,6,Summer,308,21.9,97.0,0.2,4.5,0.0,0,0,2
2018-06-29,7,Summer,883,22.0,97.0,0.9,0.0,0.0,0,0,3
2018-06-29,8,Summer,2028,22.2,95.0,1.6,0.0,0.0,0,0,2
2018-06-29,9,Summer,1195,22.9,86.0,1.7,0.0,0.0,0,0,1
2018-06-29,10,Summer,913,24.4,76.0,2.1,0.0,0.0,0,0,2
2018-06-29,11,Summer,956,24.8,74.0,1.8,0.0,0.0,0,0,1
2018-06-29,12,Summer,1168,26.1,67.0,2.2,0.0,0.0,0,0,2
2018-06-29,13,Summer,1117,26.8,65.0,2.0,0.0,0.0,0,0,2
2018-06-29,14,Summer,1175,27.8,57.0,2.1,0.0,0.0,0,0,2
2018-06-29,15,Summer,1209,28.4,63.0,2.8,0.0,0.0,0,0,3
2018-06-29,16,Summer,1554,29.0,57.0,2.3,0.0,0.0,0,0,3
2018-06-29,17,Summer,2099,28.5,60.0,2.6,0.0,0.0,0,0,3
2018-06-29,18,Summer,3113,28.1,60.0,1.9,0.0,0.0,0,0,1
2018-06-29,19,Summer,2602,27.1,64.0,1.1,0.0,0.0,0,0,1
2018-06-29,20,Summer,2339,26.2,70.0,1.5,0.0,0.0,0,0,3
2018-06-29,21,Summer,2225,25.2,75.0,1.4,0.0,0.0,0,0,2
2018-06-29,22,Summer,2103,24.2,80.0,1.3,0.0,0.0,0,0,2
2018-06-29,23,Summer,1552,23.5,83.0,1.4,0.0,0.0,0,0,1
2018-06-30,0,Summer,1275,23.0,84.0,1.9,0.0,0.0,1,0,2
2018-06-30,1,Summer,1070,22.6,85.0,0.3,0.0,0.0,1,0,3
2018-06-30,2,Summer,859,22.2,88.0,1.0,0.0,0.0,1,0,3
2018-06-30,3,Summer,625,21.9,88.0,0.9,0.0,0.0,1,0,1
2018-06-30,4,Summer,382,21.7,93.0,0.1,0.0,0.0,1,0,3
2018-06-30,5,Summer,247,21.7,88.0,0.6,0.0,0.0,1,0,3
2018-06-30,6,Summer,310,22.1,85.0,0.5,0.1,0.0,1,0,1
2018-06-30,7,Summer,468,22.5,86.0,0.6,0.0,0.0,1,0,1
2018-06-30,8,Summer,825,23.4,81.0,0.5,0.0,0.0,1,0,3
2018-06-30,9,Summer,862,24.2,81.0,0.9,0.0,0.0,1,0,1
2018-06-30,10,Summer,933,25.1,73.0,0.9,0.0,0.0,1,0,3
2018-06-30,11,Summer,871,26.4,71.0,1.0,0.0,0.0,1,0,2
2018-06-30,12,Summer,858,25.2,94.0,2.8,6.4,0.0,1,0,1
2018-06-30,13,Summer,1144,25.6,87.0,1.7,3.5,0.0,1,0,3
2018-06-30,14,Summer,1235,27.5,69.0,0.5,0.0,0.0,1,0,1
2018-06-30,15,Summer,1311,27.8,71.0,0.9,0.0,0.0,1,0,1
2018-06-30,16,Summer,1317,27.9,69.0,0.5,0.0,0.0,1,0,1
2018-06-30,17,Summer,1291,27.4,75.0,2.3,0.0,0.0,1,0,3
2018-06-30,18,Summer,306,27.5,79.0,0.5,0.5,0.0,1,0,2
2018-06-30,19,Summer,481,24.3,95.0,0.5,4.0,0.0,1,0,1
2018-06-30,20,Summer,778,24.2,88.0,0.8,0.0,0.0,1,0,1
2018-06-30,21,Summer,1005,23.9,84.0,0.7,0.0,0.0,1,0,1
2018-06-30,22,Summer,1107,23.4,88.0,0.9,0.0,0.0,1,0,3
2018-06-30,23,Summer,919,22.9,92.0,0.6,0.0,0.0,1,0,2
2018-07-01,0,Summer,865,22.6,88.0,0.2,0.0,0.0,1,0,3
2018-07-01,1,Summer,740,22.7,87.0,0.5,0.0,0.0,1,0,2
2018-07-01,2,Summer,586,22.7,87.0,0.5,0.0,0.0,1,0,1
2018-07-01,3,Summer,368,22.7,86.0,0.7,0.0,0.0,1,0,2
2018-07-01,4,Summer,211,22.7,85.0,0.7,0.0,0.0,1,0,1
2018-07-01,5,Summer,54,22.6,86.0,0.5,0.1,0.0,1,0,2
2018-07-01,6,Summer,60,22.3,93.0,0.6,0.4,0.0,1,0,2
2018-07-01,7,Summer,25,22.1,89.0,0.5,0.5,0.0,1,0,2
2018-07-01,8,Summer,20,22.1,93.0,0.5,1.0,0.0,1,0,1
2018-07-01,9,Summer,9,22.1,94.0,0.9,1.5,0.0,1,0,2
2018-07-01,10,Summer,13,21.6,97.0,0.5,12.0,0.0,1,0,2
2018-07-01,11,Summer,11,21.2,97.0,1.2,18.5,0.0,1,0,1
2018-07-01,12,Summer,9,21.1,97.0,1.2,7.5,0.0,1,0,1
2018-07-01,13,Summer,30,21.2,97.0,1.1,3.5,0.0,1,0,1
2018-07-01,14,Summer,14,21.5,97.0,0.7,1.0,0.0,1,0,3
2018-07-01,15,Summer,51,21.8,97.0,0.7,5.5,0.0,1,0,2
2018-07-01,16,Summer,41,22.2,97.0,1.1,1.0,0.0,1,0,1
2018-07-01,17,Summer,25,22.4,96.0,0.4,1.5,0.0,1,0,2
2018-07-01,18,Summer,17,22.2,96.0,1.2,3.5,0.0,1,0,3
2018-07-01,19,Summer,18,21.9,96.0,1.2,5.5,0.0,1,0,1
2018-07-01,20,Summer,16,21.9,97.0,1.1,6.0,0.0,1,0,3
2018-07-01,21,Summer,17,21.8,97.0,0.6,3.5,0.0,1,0,1
2018-07-01,22,Summer,16,21.7,97.0,0.7,3.5,0.0,1,0,2
2018-07-01,23,Summer,15,21.5,97.0,1.5,5.0,0.0,1,0,1
2018-07-02,0,Summer,26,21.4,97.0,0.6,2.5,0.0,0,0,1
2018-07-02,1,Summer,28,21.3,97.0,1.0,3.0,0.0,0,0,1
2018-07-02,2,Summer,17,21.2,97.0,0.8,2.0,0.0,0,0,3
2018-07-02,3,Summer,23,21.1,96.0,2.4,4.5,0.0,0,0,1
2018-07-02,4,Summer,58,20.8,97.0,1.0,4.0,0.0,0,0,1
2018-07-02,5,Summer,28,20.7,97.0,0.3,0.5,0.0,0,0,2
2018-07-02,6,Summer,40,20.7,97.0,0.3,1.0,0.0,0,0,2
2018-07-02,7,Summer,126,20.7,97.0,0.4,0.5,0.0,0,0,1
2018-07-02,8,Summer,104,20.8,96.0,0.4,1.5,0.0,0,0,1
2018-07-02,9,Summer,128,21.0,97.0,1.3,3.0,0.0,0,0,1
2018-07-02,10,Summer,27,21.4,97.0,0.6,1.0,0.0,0,0,1
2018-07-02,11,Summer,153,21.7,97.0,0.5,8.0,0.0,0,0,1
2018-07-02,12,Summer,218,22.4,97.0,1.0,0.0,0.0,0,0,2
2018-07-02,13,Summer,304,22.6,97.0,0.6,0.5,0.0,0,0,3
2018-07-02,14,Summer,381,23.3,96.0,0.3,0.0,0.0,0,0,1
2018-07-02,15,Summer,619,24.2,93.0,1.0,0.0,0.0,0,0,2
2018-07-02,16,Summer,839,25.2,87.0,0.9,0.0,0.0,0,0,1
2018-07-02,17,Summer,861,25.3,87.0,0.6,0.0,0.0,0,0,2
2018-07-02,18,Summer,832,24.9,87.0,1.9,0.0,0.0,0,0,3
2018-07-02,19,Summer,44,24.1,93.0,2.1,1.5,0.0,0,0,1
2018-07-02,20,Summer,61,23.5,97.0,0.1,24.0,0.0,0,0,2
2018-07-02,21,Summer,72,23.4,98.0,0.4,1.0,0.0,0,0,3
2018-07-02,22,Summer,83,23.4,98.0,0.3,2.5,0.0,0,0,3
2018-07-02,23,Summer,168,23.4,98.0,0.3,0.5,0.0,0,0,1
2018-07-03,0,Summer,349,23.2,98.0,0.2,0.5,0.0,0,0,2
2018-07-03,1,Summer,407,23.1,98.0,0.0,0.0,0.0,0,0,2
2018-07-03,2,Summer,354,23.0,98.0,0.1,0.0,0.0,0,0,3
2018-07-03,3,Summer,233,22.8,98.0,0.0,0.0,0.0,0,0,1
2018-07-03,4,Summer,149,22.7,97.0,0.2,0.0,0.0,0,0,1
2018-07-03,5,Summer,224,22.6,97.0,0.0,0.0,0.0,0,0,2
2018-07-03,6,Summer,600,22.6,95.0,0.1,0.0,0.0,0,0,3
2018-07-03,7,Summer,1308,23.5,86.0,0.2,0.0,0.0,0,0,2
2018-07-03,8,Summer,2135,24.3,83.0,0.5,0.0,0.0,0,0,3
2018-07-03,9,Summer,1156,25.7,76.0,0.8,0.0,0.0,0,0,2
2018-07-03,10,Summer,818,27.6,71.0,1.6,0.0,0.0,0,0,2
2018-07-03,11,Summer,906,29.2,66.0,1.4,0.0,0.0,0,0,3
2018-07-03,12,Summer,944,30.1,64.0,1.2,0.0,0.0,0,0,3
2018-07-03,13,Summer,994,31.2,54.0,1.3,0.0,0.0,0,0,1
2018-07-03,14,Summer,1001,31.0,56.0,1.5,0.0,0.0,0,0,3
2018-07-03,15,Summer,1069,32.0,54.0,1.2,0.0,0.0,0,0,1
2018-07-03,16,Summer,1325,31.3,52.0,1.2,0.0,0.0,0,0,3
2018-07-03,17,Summer,1783,32.4,50.0,2.2,0.0,0.0,0,0,2
2018-07-03,18,Summer,2965,32.2,57.0,1.8,0.0,0.0,0,0,2
2018-07-03,19,Summer,2598,30.4,62.0,0.9,0.1,0.0,0,0,2
2018-07-03,20,Summer,2398,28.8,72.0,0.9,0.0,0.0,0,0,1
2018-07-03,21,Summer,2264,27.8,72.0,0.6,0.0,0.0,0,0,1
2018-07-03,22,Summer,1948,26.9,78.0,0.6,0.0,0.0,0,0,2
2018-07-03,23,Summer,1365,26.4,78.0,0.3,0.0,0.0,0,0,2
2018-07-04,0,Summer,971,25.9,79.0,0.3,0.0,0.0,0,0,1
2018-07-04,1,Summer,796,25.4,79.0,1.0,0.0,0.0,0,0,2
2018-07-04,2,Summer,555,25.1,82.0,0.2,0.0,0.0,0,0,3
2018-07-04,3,Summer,372,24.9,83.0,0.2,0.0,0.0,0,0,1
2018-07-04,4,Summer,234,24.7,82.0,0.3,0.0,0.0,0,0,2
2018-07-04,5,Summer,316,24.2,86.0,0.2,0.0,0.0,0,0,3
2018-07-04,6,Summer,747,24.0,84.0,0.1,0.0,0.0,0,0,3
2018-07-04,7,Summer,1450,24.6,78.0,0.5,0.0,0.0,0,0,3
2018-07-04,8,Summer,2215,26.4,64.0,0.5,0.0,0.0,0,0,3
2018-07-04,9,Summer,1191,27.4,68.0,0.5,0.0,0.0,0,0,3
2018-07-04,10,Summer,831,28.5,65.0,1.5,0.0,0.0,0,0,2
2018-07-04,11,Summer,941,30.0,60.0,2.3,0.0,0.0,0,0,3
2018-07-04,12,Summer,1021,30.5,58.0,2.5,0.0,0.0,0,0,2
2018-07-04,13,Summer,1007,31.0,60.0,2.6,0.0,0.0,0,0,2
2018-07-04,14,Summer,1005,31.3,58.0,3.0,0.0,0.0,0,0,2
2018-07-04,15,Summer,1038,31.1,57.0,3.7,0.0,0.0,0,0,2
2018-07-04,16,Summer,1306,31.6,57.0,2.7,0.0,0.0,0,0,1
2018-07-04,17,Summer,1856,31.2,56.0,3.4,0.0,0.0,0,0,2
2018-07-04,18,Summer,3080,30.0,60.0,2.5,0.0,0.0,0,0,3
2018-07-04,19,Summer,2637,28.2,64.0,2.8,0.0,0.0,0,0,1
2018-07-04,20,Summer,2415,27.1,67.0,2.9,0.0,0.0,0,0,2
2018-07-04,21,Summer,2274,26.2,70.0,2.2,0.0,0.0,0,0,3
2018-07-04,22,Summer,2091,25.1,73.0,2.5,0.0,0.0,0,0,1
2018-07-04,23,Summer,1432,24.7,74.0,1.4,0.0,0.0,0,0,1
2018-07-05,0,Summer,1078,24.2,77.0,1.8,0.0,0.0,0,0,1
2018-07-05,1,Summer,846,23.9,79.0,1.7,0.0,0.0,0,0,1
2018-07-05,2,Summer,568,23.6,80.0,1.5,0.0,0.0,0,0,3
2018-07-05,3,Summer,376,23.5,81.0,0.9,0.0,0.0,0,0,1
2018-07-05,4,Summer,267,23.5,80.0,0.4,0.0,0.0,0,0,2
2018-07-05,5,Summer,326,23.5,80.0,0.3,0.0,0.0,0,0,2
2018-07-05,6,Summer,438,23.5,80.0,0.3,0.0,0.0,0,0,2
2018-07-05,7,Summer,828,23.5,90.0,0.5,0.5,0.0,0,0,2
2018-07-05,8,Summer,1836,23.6,93.0,0.9,0.0,0.0,0,0,1
2018-07-05,9,Summer,1112,24.2,84.0,0.9,0.0,0.0,0,0,1
2018-07-05,10,Summer,827,25.6,75.0,1.1,0.0,0.0,0,0,1
2018-07-05,11,Summer,890,26.3,71.0,1.1,0.0,0.0,0,0,1
2018-07-05,12,Summer,996,27.0,68.0,1.1,0.0,0.0,0,0,2
2018-07-05,13,Summer,929,28.1,67.0,1.1,0.0,0.0,0,0,3
2018-07-05,14,Summer,933,28.3,67.0,3.0,0.0,0.0,0,0,2
2018-07-05,15,Summer,1011,28.8,66.0,0.9,0.0,0.0,0,0,1
2018-07-05,16,Summer,1105,28.2,71.0,1.7,0.0,0.0,0,0,1
2018-07-05,17,Summer,1381,27.3,76.0,0.9,0.0,0.0,0,0,2
2018-07-05,18,Summer,2594,26.8,71.0,1.2,0.0,0.0,0,0,1
2018-07-05,19,Summer,2309,26.7,69.0,1.4,0.0,0.0,0,0,2
2018-07-05,20,Summer,2122,25.8,68.0,1.4,0.0,0.0,0,0,2
2018-07-05,21,Summer,2063,25.2,67.0,1.5,0.0,0.0,0,0,3
2018-07-05,22,Summer,1941,24.4,67.0,1.6,0.0,0.0,0,0,1
2018-07-05,23,Summer,1406,23.9,66.0,1.5,0.0,0.0,0,0,1
2018-07-06,0,Summer,1075,23.5,65.0,1.9,0.0,0.0,0,0,2
2018-07-06,1,Summer,839,23.1,66.0,1.6,0.0,0.0,0,0,1
2018-07-06,2,Summer,558,22.8,65.0,1.8,0.0,0.0,0,0,1
2018-07-06,3,Summer,403,22.6,66.0,1.5,0.0,0.0,0,0,1
2018-07-06,4,Summer,273,22.6,66.0,0.9,0.0,0.0,0,0,1
2018-07-06,5,Summer,311,22.5,66.0,1.5,0.0,0.0,0,0,1
2018-07-06,6,Summer,723,22.4,65.0,1.6,0.0,0.0,0,0,1
2018-07-06,7,Summer,1449,22.6,63.0,1.3,0.0,0.0,0,0,3
2018-07-06,8,Summer,2273,23.2,60.0,1.7,0.0,0.0,0,0,2
2018-07-06,9,Summer,1318,23.3,61.0,1.7,0.0,0.0,0,0,3
2018-07-06,10,Summer,998,23.7,59.0,1.7,0.0,0.0,0,0,3
2018-07-06,11,Summer,1024,23.9,59.0,2.1,0.0,0.0,0,0,1
2018-07-06,12,Summer,1216,25.7,57.0,1.9,0.0,0.0,0,0,3
2018-07-06,13,Summer,1210,26.2,53.0,2.1,0.0,0.0,0,0,1
2018-07-06,14,Summer,1209,27.0,52.0,2.1,0.0,0.0,0,0,1
2018-07-06,15,Summer,1346,26.9,51.0,2.0,0.0,0.0,0,0,3
2018-07-06,16,Summer,1635,26.6,54.0,2.3,0.0,0.0,0,0,1
2018-07-06,17,Summer,2282,26.6,52.0,2.2,0.0,0.0,0,0,3
2018-07-06,18,Summer,3196,25.9,52.0,2.1,0.0,0.0,0,0,2
2018-07-06,19,Summer,2557,25.0,52.0,2.2,0.0,0.0,0,0,1
2018-07-06,20,Summer,2223,23.8,55.0,2.3,0.0,0.0,0,0,1
2018-07-06,21,Summer,2183,23.1,54.0,2.1,0.0,0.0,0,0,2
2018-07-06,22,Summer,1917,22.5,54.0,2.1,0.0,0.0,0,0,3
2018-07-06,23,Summer,1458,22.0,55.0,1.7,0.0,0.0,0,0,2
2018-07-07,0,Summer,1191,21.5,56.0,1.8,0.0,0.0,1,0,2
2018-07-07,1,Summer,1079,21.1,57.0,2.0,0.0,0.0,1,0,1
2018-07-07,2,Summer,760,20.7,58.0,1.5,0.0,0.0,1,0,1
2018-07-07,3,Summer,545,20.4,59.0,1.0,0.0,0.0,1,0,1
2018-07-07,4,Summer,331,20.0,63.0,1.8,0.0,0.0,1,0,1
2018-07-07,5,Summer,273,19.8,63.0,1.4,0.0,0.0,1,0,2
2018-07-07,6,Summer,396,19.5,61.0,1.5,0.0,0.0,1,0,2
2018-07-07,7,Summer,567,19.6,57.0,1.6,0.0,0.0,1,0,1
2018-07-07,8,Summer,832,21.2,52.0,1.6,0.0,0.0,1,0,2
2018-07-07,9,Summer,1009,22.6,51.0,1.7,0.0,0.0,1,0,2
2018-07-07,10,Summer,1050,24.0,49.0,1.7,0.0,0.0,1,0,2
2018-07-07,11,Summer,1129,25.0,48.0,1.5,0.0,0.0,1,0,3
2018-07-07,12,Summer,1328,26.4,47.0,1.7,0.0,0.0,1,0,1
2018-07-07,13,Summer,1399,27.5,43.0,2.0,0.0,0.0,1,0,3
2018-07-07,14,Summer,1430,28.3,43.0,1.6,0.0,0.0,1,0,3
2018-07-07,15,Summer,1579,28.7,42.0,1.3,0.0,0.0,1,0,1
2018-07-07,16,Summer,1764,28.9,44.0,1.6,0.0,0.0,1,0,1
2018-07-07,17,Summer,2020,28.9,45.0,1.4,0.0,0.0,1,0,3
2018-07-07,18,Summer,2238,27.8,48.0,1.2,0.0,0.0,1,0,3
2018-07-07,19,Summer,2352,26.1,51.0,1.4,0.0,0.0,1,0,2
2018-07-07,20,Summer,2232,24.6,51.0,1.7,0.0,0.0,1,0,1
2018-07-07,21,Summer,2235,23.4,52.0,1.4,0.0,0.0,1,0,1
2018-07-07,22,Summer,1921,22.6,51.0,1.7,0.0,0.0,1,0,1
2018-07-07,23,Summer,1416,21.7,51.0,1.7,0.0,0.0,1,0,3
2018-07-08,0,Summer,1208,20.7,51.0,1.7,0.0,0.0,1,0,3
2018-07-08,1,Summer,946,19.9,52.0,1.6,0.0,0.0,1,0,3
2018-07-08,2,Summer,648,19.3,54.0,1.4,0.0,0.0,1,0,3
2018-07-08,3,Summer,460,18.8,56.0,1.2,0.0,0.0,1,0,1
2018-07-08,4,Summer,277,18.4,57.0,1.1,0.0,0.0,1,0,1
2018-07-08,5,Summer,253,18.1,57.0,1.4,0.0,0.0,1,0,3
2018-07-08,6,Summer,267,17.8,58.0,1.1,0.0,0.0,1,0,3
2018-07-08,7,Summer,410,18.2,54.0,1.2,0.0,0.0,1,0,2
2018-07-08,8,Summer,684,19.1,53.0,1.7,0.0,0.0,1,0,1
2018-07-08,9,Summer,787,20.8,51.0,1.5,0.0,0.0,1,0,1
2018-07-08,10,Summer,867,22.5,48.0,1.6,0.0,0.0,1,0,1
2018-07-08,11,Summer,1053,23.8,47.0,2.1,0.0,0.0,1,0,3
2018-07-08,12,Summer,1237,25.0,46.0,1.9,0.0,0.0,1,0,1
2018-07-08,13,Summer,1442,26.1,45.0,1.8,0.0,0.0,1,0,1
2018-07-08,14,Summer,1517,27.1,41.0,1.4,0.0,0.0,1,0,2
2018-07-08,15,Summer,1693,27.6,37.0,1.9,0.0,0.0,1,0,1
2018-07-08,16,Summer,2070,27.9,39.0,1.2,0.0,0.0,1,0,1
2018-07-08,17,Summer,2266,27.4,44.0,1.7,0.0,0.0,1,0,3
2018-07-08,18,Summer,2351,26.7,48.0,1.0,0.0,0.0,1,0,3
2018-07-08,19,Summer,2272,26.3,51.0,1.7,0.0,0.0,1,0,3
2018-07-08,20,Summer,2348,25.7,53.0,1.3,0.0,0.0,1,0,2
2018-07-08,21,Summer,2055,25.3,55.0,1.4,0.0,0.0,1,0,1
2018-07-08,22,Summer,1717,25.0,57.0,1.0,0.0,0.0,1,0,1
2018-07-08,23,Summer,1252,24.6,60.0,2.6,0.0,0.0,1,0,3
2018-07-09,0,Summer,900,24.2,61.0,1.7,0.0,0.0,0,0,1
2018-07-09,1,Summer,554,23.7,64.0,0.8,0.0,0.0,0,0,3
2018-07-09,2,Summer,387,22.7,63.0,0.9,0.0,0.0,0,0,1
2018-07-09,3,Summer,285,21.9,63.0,1.3,0.0,0.0,0,0,2
2018-07-09,4,Summer,206,21.4,63.0,1.5,0.0,0.0,0,0,1
2018-07-09,5,Summer,301,21.1,64.0,1.5,0.0,0.0,0,0,2
2018-07-09,6,Summer,486,21.0,64.0,1.0,0.0,0.0,0,0,2
2018-07-09,7,Summer,451,20.9,66.0,1.4,0.0,0.0,0,0,2
2018-07-09,8,Summer,670,20.7,73.0,0.8,0.2,0.0,0,0,1
2018-07-09,9,Summer,575,21.1,72.0,1.0,0.0,0.0,0,0,2
2018-07-09,10,Summer,217,21.1,73.0,1.2,0.0,0.0,0,0,2
2018-07-09,11,Summer,186,20.6,82.0,1.0,0.3,0.0,0,0,1
2018-07-09,12,Summer,71,20.7,83.0,0.6,0.0,0.0,0,0,1
2018-07-09,13,Summer,99,20.3,87.0,1.0,0.5,0.0,0,0,1
2018-07-09,14,Summer,110,20.2,89.0,1.0,0.5,0.0,0,0,3
2018-07-09,15,Summer,59,20.3,90.0,0.9,0.0,0.0,0,0,2
2018-07-09,16,Summer,68,20.2,91.0,1.2,1.0,0.0,0,0,2
2018-07-09,17,Summer,104,20.3,93.0,1.4,1.0,0.0,0,0,1
2018-07-09,18,Summer,140,20.3,93.0,1.3,0.5,0.0,0,0,3
2018-07-09,19,Summer,68,20.4,94.0,1.1,0.5,0.0,0,0,3
2018-07-09,20,Summer,48,20.3,95.0,0.8,1.0,0.0,0,0,3
2018-07-09,21,Summer,95,20.3,96.0,1.0,1.5,0.0,0,0,3
2018-07-09,22,Summer,71,20.4,96.0,1.1,0.5,0.0,0,0,3
2018-07-09,23,Summer,40,20.4,96.0,0.6,1.0,0.0,0,0,2
2018-07-10,0,Summer,29,20.4,97.0,0.3,5.5,0.0,0,0,1
2018-07-10,1,Summer,39,20.4,97.0,0.3,8.5,0.0,0,0,2
2018-07-10,2,Summer,84,20.5,98.0,0.5,6.5,0.0,0,0,1
2018-07-10,3,Summer,136,20.6,98.0,0.8,0.5,0.0,0,0,2
2018-07-10,4,Summer,133,20.6,97.0,0.5,0.0,0.0,0,0,1
2018-07-10,5,Summer,174,20.6,97.0,0.6,0.0,0.0,0,0,3
2018-07-10,6,Summer,534,20.7,97.0,0.9,0.0,0.0,0,0,3
2018-07-10,7,Summer,1209,21.1,95.0,0.4,0.0,0.0,0,0,1
2018-07-10,8,Summer,2017,21.7,89.0,0.5,0.0,0.0,0,0,3
2018-07-10,9,Summer,1061,22.3,86.0,1.0,0.0,0.0,0,0,1
2018-07-10,10,Summer,768,22.6,85.0,0.9,0.0,0.0,0,0,3
2018-07-10,11,Summer,909,23.2,82.0,1.1,0.0,0.0,0,0,3
2018-07-10,12,Summer,1035,24.1,80.0,0.8,0.0,0.0,0,0,1
2018-07-10,13,Summer,1074,25.2,77.0,1.2,0.0,0.0,0,0,2
2018-07-10,14,Summer,1142,25.5,77.0,0.8,0.0,0.0,0,0,1
2018-07-10,15,Summer,1169,25.7,77.0,0.5,0.0,0.0,0,0,3
2018-07-10,16,Summer,1462,26.3,74.0,0.7,0.0,0.0,0,0,1
2018-07-10,17,Summer,1603,26.5,76.0,1.0,0.0,0.0,0,0,1
2018-07-10,18,Summer,1665,26.2,82.0,0.4,0.0,0.0,0,0,1
2018-07-10,19,Summer,794,25.7,83.0,1.1,0.5,0.0,0,0,1
2018-07-10,20,Summer,908,25.3,89.0,0.3,0.0,0.0,0,0,1
2018-07-10,21,Summer,1352,25.1,86.0,0.3,0.0,0.0,0,0,3
2018-07-10,22,Summer,971,25.0,86.0,0.5,0.0,0.0,0,0,2
2018-07-10,23,Summer,373,24.9,87.0,0.5,0.0,0.0,0,0,1
2018-07-11,0,Summer,240,24.6,96.0,0.7,0.5,0.0,0,0,2
2018-07-11,1,Summer,240,24.6,96.0,0.5,0.5,0.0,0,0,1
2018-07-11,2,Summer,236,24.5,96.0,0.5,0.0,0.0,0,0,1
2018-07-11,3,Summer,157,24.5,97.0,0.8,0.5,0.0,0,0,3
2018-07-11,4,Summer,71,24.5,97.0,1.0,0.0,0.0,0,0,1
2018-07-11,5,Summer,76,24.5,97.0,0.5,0.5,0.0,0,0,2
2018-07-11,6,Summer,187,24.5,97.0,0.1,0.5,0.0,0,0,2
2018-07-11,7,Summer,303,24.6,97.0,0.3,0.5,0.0,0,0,2
2018-07-11,8,Summer,827,25.1,97.0,0.8,0.0,0.0,0,0,3
2018-07-11,9,Summer,634,25.6,96.0,0.6,0.0,0.0,0,0,3
2018-07-11,10,Summer,581,26.3,91.0,0.6,0.5,0.0,0,0,1
2018-07-11,11,Summer,792,27.2,82.0,0.9,0.0,0.0,0,0,1
2018-07-11,12,Summer,964,28.1,73.0,2.1,0.0,0.0,0,0,2
2018-07-11,13,Summer,991,28.7,69.0,2.6,0.0,0.0,0,0,3
2018-07-11,14,Summer,1052,29.2,67.0,2.8,0.0,0.0,0,0,2
2018-07-11,15,Summer,1106,29.4,68.0,2.3,0.0,0.0,0,0,3
2018-07-11,16,Summer,1344,28.7,70.0,3.2,0.0,0.0,0,0,2
2018-07-11,17,Summer,1923,28.7,71.0,2.9,0.0,0.0,0,0,1
